setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,subject,resp,respRT,conf,confRT
1,6,,1,,0.8,1,6,4,2,4,0.471925020217896,3,0.331111907958984
1,338,,1,,0.8,4,NaN,5,2,5,1.06406593322754,1,0.364412784576416
2,80,10,2,3,0.8,3,10,4,2,4,2.16051387786865,2,0.737318992614746
1,338,,1,,0.8,2,NaN,5,2,5,1.08954286575317,2,0.361991167068481
1,106,,3,,0.8,2,NaN,5,2,5,1.02678513526917,1,0.331146955490112
2,10,108,2,4,0.5,1,NaN,5,2,5,1.66050696372986,1,1.24851703643799
1,10,,1,,0.5,1,10,4,2,4,1.78532385826111,1,0.385684013366699
2,352,106,1,2,0.5,3,NaN,5,2,5,1.21024012565613,1,0.482687950134277
2,78,82,1,2,0.8,4,NaN,5,2,5,1.05978918075562,1,1.12829089164734
1,108,,2,,0.5,2,108,3,2,3,1.31694793701172,2,0.377326965332031
1,10,,2,,0.8,3,NaN,5,2,5,1.12602710723877,1,0.986256837844849
1,72,,1,,0.5,1,72,2,2,2,1.2596640586853,1,0.4114670753479
2,104,76,2,4,0.8,2,104,3,2,3,1.60860204696655,2,0.336745977401733
2,106,100,2,3,0.8,2,106,3,2,5,0,1,0.465808868408203
2,94,22,2,3,0.8,4,NaN,5,2,5,1.39066219329834,1,0.435019016265869
2,100,74,1,4,0.8,4,74,2,2,2,1.92834687232971,2,0.54803204536438
2,100,346,2,4,0.5,4,346,1,2,1,2.32510209083557,1,0.857390165328979
2,96,338,1,4,0.5,3,NaN,5,2,5,1.04624915122986,1,0.266454935073853
1,14,,3,,0.5,1,NaN,5,2,5,0,1,1.09966111183167
1,70,,1,,0.5,2,NaN,5,2,5,0,2,0.36902904510498
2,84,82,1,3,0.8,2,NaN,5,2,5,0.937501907348633,3,0.386070013046265
1,10,,3,,0.5,3,10,4,2,4,0.586573839187622,2,0.355183839797974
2,12,354,2,4,0.8,2,12,4,2,4,1.72409892082214,2,0.37251615524292
2,18,110,1,2,0.5,4,NaN,5,2,5,0.965397119522095,1,1.80168604850769
1,350,,2,,0.5,2,350,1,2,1,1.91068387031555,1,0.362712860107422
1,74,,3,,0.5,3,74,2,2,2,2.42351293563843,1,0.955785036087036
2,22,106,2,4,0.8,4,106,3,2,3,0.879024028778076,2,0.892604112625122
1,350,,4,,0.5,4,350,1,2,1,0.448742151260376,2,0.388973951339722
1,10,,1,,0.8,3,NaN,5,2,5,0,1,1.3344419002533
1,106,,2,,0.5,1,NaN,5,2,5,0.663308143615723,2,0.951204061508179
2,340,12,3,4,0.5,3,340,1,2,1,1.67996215820312,2,1.14887809753418
2,104,110,1,4,0.8,4,110,3,2,3,0.917139053344727,2,0.349687099456787
2,352,342,1,4,0.5,1,352,1,2,NaN,0,2,1.47083401679993
1,104,,4,,0.5,4,104,3,2,3,0.568305015563965,3,0.532279968261719
2,356,348,1,4,0.8,3,NaN,5,2,5,1.57347106933594,2,0.373334884643555
1,110,,2,,0.8,1,NaN,5,2,5,1.25009202957153,2,1.0786669254303
2,356,22,2,3,0.5,4,NaN,5,2,4,1.69504189491272,1,0.583528995513916
1,338,,3,,0.5,3,338,1,2,1,2.42060589790344,1,0.940584897994995
1,346,,4,,0.8,3,NaN,5,2,5,1.36558699607849,2,0.494342088699341
1,72,,2,,0.5,2,72,2,2,2,0.566599130630493,2,0.43113899230957
2,338,340,1,4,0.8,2,NaN,5,2,5,0,1,1.08810710906982
1,352,,3,,0.8,3,352,1,2,1,0.489084005355835,2,0.405481100082397
2,338,84,3,4,0.8,4,84,2,2,2,1.41494584083557,2,0.390872001647949
2,346,346,1,2,0.5,4,NaN,5,2,5,0.823770999908447,1,1.11200308799744
1,338,,2,,0.8,1,NaN,5,2,5,1.15662503242493,1,0.429072141647339
1,342,,2,,0.8,2,342,1,2,1,0.545383930206299,3,0.526109933853149
2,78,86,1,2,0.8,4,NaN,5,2,5,0.902644157409668,1,1.43950915336609
2,6,344,1,2,0.5,2,344,1,2,1,1.47980403900146,2,0.320328950881958
1,94,,1,,0.8,2,NaN,5,2,5,0.957192897796631,2,1.46186995506287
2,12,76,1,3,0.5,1,12,4,2,4,2.114422082901,1,0.470798969268799
1,98,,3,,0.8,3,98,3,3,3,1.21964907646179,3,1.77858996391296
2,16,344,2,3,0.5,2,16,4,3,NaN,0,1,1.63142395019531
1,96,,2,,0.8,4,NaN,5,3,5,0,2,0.736470937728882
1,102,,4,,0.5,4,102,3,3,3,2.09356904029846,3,0.610038995742798
1,10,,1,,0.8,3,NaN,5,3,5,1.27094507217407,3,0.546753883361816
1,74,,4,,0.5,3,NaN,5,3,5,1.15585994720459,3,0.584142208099365
1,22,,2,,0.8,2,22,4,3,4,2.24065279960632,2,1.0812349319458
1,4,,3,,0.8,3,4,4,3,4,0.802038908004761,1,0.634393215179443
2,14,82,2,3,0.5,1,NaN,5,3,5,1.65532302856445,3,0.93949294090271
1,84,,1,,0.5,1,84,2,3,2,1.92068099975586,3,0.512894868850708
2,74,20,1,3,0.8,1,74,2,3,2,2.02534008026123,2,0.497910022735596
2,104,14,1,4,0.5,4,14,4,3,4,2.06281208992004,2,1.15534090995789
1,106,,3,,0.5,2,NaN,5,3,5,1.36411213874817,1,0.676115036010742
2,84,356,1,2,0.5,2,356,1,3,1,2.04144811630249,2,1.1616678237915
1,104,,1,,0.5,1,104,3,3,3,0.786374807357788,3,0.522863864898682
1,344,,3,,0.8,4,NaN,5,3,5,1.63942289352417,3,0.587921857833862
2,80,12,3,4,0.8,4,12,4,3,4,2.52061891555786,1,1.13300013542175
2,4,82,2,3,0.8,2,4,4,3,4,2.39372086524963,2,0.658185005187988
2,80,68,2,4,0.5,4,68,2,3,5,2.75115513801575,1,0.947312116622925
1,14,,3,,0.8,3,14,4,3,4,0.624377012252808,3,0.628542900085449
2,68,20,3,4,0.8,1,NaN,5,3,5,1.54149913787842,3,0.873802900314331
2,104,352,1,3,0.5,3,352,1,3,1,1.66647386550903,3,0.61901593208313
2,96,72,2,3,0.8,1,NaN,5,3,5,1.25155019760132,3,1.02032494544983
2,96,20,1,2,0.5,3,NaN,5,3,5,1.48530006408691,3,0.797446012496948
2,6,342,1,3,0.8,4,NaN,5,3,5,0.716069936752319,3,0.771321058273315
1,20,,4,,0.5,2,NaN,5,3,5,0,3,0.572325944900513
2,84,354,1,3,0.8,4,NaN,5,3,5,2.13692498207092,1,1.55368614196777
1,68,,1,,0.5,2,NaN,5,3,5,1.33806920051575,3,0.498728036880493
1,340,,2,,0.5,4,NaN,5,3,5,1.34764099121094,2,0.531653881072998
2,82,10,1,3,0.5,2,NaN,5,3,5,1.21238899230957,3,0.505043029785156
1,356,,1,,0.8,1,356,1,3,1,1.73408484458923,3,0.506371021270752
1,80,,4,,0.8,4,80,2,3,2,2.21087408065796,3,1.78716993331909
1,344,,1,,0.5,4,NaN,5,3,5,2.50390791893005,1,0.956201076507568
2,344,100,2,4,0.8,3,NaN,5,3,5,0.953245878219604,2,0.593870878219604
2,70,342,2,3,0.5,1,NaN,5,3,5,0,3,1.50710892677307
2,112,20,2,4,0.5,3,NaN,5,3,5,0.859234094619751,3,1.17183089256287
1,22,,1,,0.8,1,22,4,3,4,2.51384997367859,3,1.1571900844574
2,18,86,1,2,0.5,3,NaN,5,3,5,1.06983494758606,3,0.506367206573486
1,68,,1,,0.8,3,NaN,5,3,5,1.15091705322266,2,0.475483894348145
2,78,78,1,3,0.5,3,78,2,3,2,1.57220411300659,3,0.700881958007812
2,76,98,2,3,0.8,4,NaN,5,3,5,1.16569519042969,3,1.28205013275146
1,72,,1,,0.8,1,72,2,3,2,1.54240894317627,3,1.17125511169434
1,18,,4,,0.8,2,NaN,5,3,5,0,3,0.468180894851685
1,10,,1,,0.8,1,10,4,3,5,2.68501591682434,2,1.38145303726196
2,100,6,1,4,0.8,2,NaN,5,3,5,1.2820348739624,2,0.410732984542847
1,8,,3,,0.8,4,NaN,5,3,5,1.27173590660095,3,1.06784105300903
1,12,,4,,0.8,4,12,4,3,4,2.16897797584534,3,1.56516194343567
2,18,72,2,4,0.5,4,72,2,3,2,1.24165892601013,3,1.19832992553711
2,352,338,1,2,0.5,2,338,1,3,1,0.548046112060547,3,0.499241828918457
2,70,78,3,4,0.8,1,NaN,5,3,5,1.15918803215027,3,0.87579083442688
1,18,,3,,0.5,2,NaN,5,3,5,1.35242986679077,NaN,0
2,82,338,1,2,0.8,2,338,1,3,1,1.52190804481506,3,0.626237154006958
2,22,102,2,4,0.5,3,NaN,5,3,4,1.4666759967804,1,0.451443910598755
1,342,,2,,0.5,2,342,1,3,1,0.848016023635864,3,0.504803895950317
1,72,,2,,0.8,3,NaN,5,3,3,2.29332089424133,1,0.985576152801514
1,74,,2,,0.5,4,NaN,5,3,5,1.51046180725098,3,1.65897297859192
1,8,,2,,0.5,1,NaN,5,3,4,1.79959011077881,1,0.588157892227173
1,344,,1,,0.5,1,344,1,3,1,1.86472105979919,3,0.96125602722168
1,70,,1,,0.8,4,NaN,5,3,5,1.43369793891907,3,1.65033602714539
1,14,,4,,0.5,4,14,4,3,4,1.65891003608704,3,0.563829898834229
2,82,338,2,4,0.8,4,338,1,3,2,1.96410989761353,1,1.91283893585205
2,340,352,2,4,0.8,3,NaN,5,3,5,1.2976541519165,3,1.7222580909729
2,78,72,1,2,0.8,4,NaN,5,3,5,1.19103503227234,NaN,0
2,8,70,1,3,0.5,4,NaN,5,3,5,1.0755569934845,3,0.492202997207642
2,20,342,2,4,0.5,3,NaN,5,3,5,1.18913292884827,3,0.785760879516602
2,12,22,3,4,0.5,4,22,4,3,4,1.4183349609375,3,0.994635105133057
2,20,84,1,2,0.8,2,84,2,3,2,1.43944001197815,3,1.50801706314087
1,344,,2,,0.5,1,NaN,5,3,5,1.84900999069214,3,1.14084196090698
1,338,,2,,0.5,2,338,1,3,1,2.01783800125122,3,1.21045589447021
1,82,,3,,0.5,3,82,2,3,2,0.61509895324707,3,1.11538100242615
1,96,,4,,0.8,1,NaN,5,3,5,1.13975596427917,3,0.860397100448608
1,76,,3,,0.8,3,76,2,3,2,1.07734894752502,3,1.05345797538757
2,70,70,1,3,0.5,4,NaN,5,3,5,0.903363943099976,3,1.04642295837402
2,106,86,1,2,0.8,4,NaN,5,3,5,1.57123589515686,3,0.499128818511963
1,96,,2,,0.5,2,96,3,3,3,1.14807391166687,3,0.468323945999146
2,4,22,3,4,0.5,3,4,4,3,4,2.04491209983826,2,0.565462112426758
1,16,,1,,0.8,4,NaN,5,3,5,1.56610202789307,3,1.57451295852661
1,10,,4,,0.8,3,NaN,5,3,5,1.33562898635864,3,1.13213896751404
1,104,,3,,0.5,3,104,3,3,3,0.596516847610474,3,1.10094594955444
2,348,346,1,4,0.5,4,346,1,3,1,1.0775990486145,3,1.18200993537903
2,4,82,1,4,0.5,2,NaN,5,3,5,0,3,1.41145086288452
2,110,86,1,4,0.8,1,110,3,3,3,0.907991886138916,3,1.07651615142822
2,352,78,2,3,0.8,1,NaN,5,3,5,1.38920497894287,3,1.01359295845032
1,12,,3,,0.8,1,NaN,5,3,5,1.50648212432861,3,1.57480502128601
1,14,,4,,0.8,4,14,4,3,4,2.55189895629883,3,1.32433605194092
2,346,18,2,3,0.8,3,18,4,3,4,0.632909059524536,3,1.05355787277222
1,340,,3,,0.8,3,340,1,3,1,0.858087778091431,3,0.54255485534668
2,8,346,1,4,0.5,1,8,4,3,4,2.21487212181091,3,0.895712852478027
2,350,102,1,4,0.5,2,NaN,5,3,5,1.40429210662842,2,0.564906120300293
2,104,112,3,4,0.8,4,112,3,3,3,0.801551818847656,3,1.04589295387268
2,84,14,2,4,0.5,4,14,4,3,4,1.98683190345764,3,0.983078956604004
2,104,80,2,4,0.8,3,NaN,5,3,5,1.3958740234375,3,1.00039291381836
1,98,,2,,0.8,2,98,3,3,3,1.58151292800903,3,1.93352484703064
1,98,,2,,0.5,4,NaN,5,3,5,1.07798790931702,3,1.24667096138
1,344,,4,,0.8,3,NaN,5,3,5,1.14326310157776,3,0.847785949707031
1,8,,1,,0.8,4,NaN,5,3,5,1.20082998275757,3,1.60093188285828
1,338,,2,,0.8,2,338,1,3,1,1.51632118225098,3,1.12805914878845
2,10,68,1,2,0.5,1,10,4,3,4,1.18034100532532,3,1.22854995727539
1,108,,3,,0.5,3,108,3,3,3,0.693165063858032,3,1.60253190994263
2,352,72,3,4,0.8,2,NaN,5,3,5,1.47058296203613,3,1.8749840259552
2,106,72,1,4,0.5,4,72,2,3,2,1.66383504867554,3,1.04405999183655
1,22,,3,,0.8,4,NaN,5,3,5,1.17345499992371,2,0.437186002731323
2,96,108,2,3,0.8,4,NaN,5,3,5,0.854387998580933,3,0.458495855331421
1,84,,3,,0.8,3,84,2,3,2,0.475607872009277,3,0.49169397354126
2,6,84,3,4,0.8,4,84,2,3,2,1.32057309150696,2,0.444653034210205
1,96,,1,,0.5,3,NaN,5,3,5,0.953593969345093,2,0.466286897659302
2,78,78,1,2,0.8,4,NaN,5,3,5,0.95462703704834,3,1.55517983436584
1,98,,4,,0.8,2,NaN,5,3,5,1.30797410011292,NaN,0
2,356,338,2,4,0.5,4,338,1,3,4,2.22537994384766,1,1.20550298690796
1,68,,3,,0.5,3,68,2,3,2,0.630447864532471,3,1.41910099983215
2,112,100,2,4,0.5,1,NaN,5,3,5,1.34315705299377,3,1.30782890319824
1,348,,4,,0.8,3,NaN,5,3,5,1.70477414131165,1,0.445183992385864
2,94,16,2,3,0.8,2,94,3,3,3,0.702233076095581,2,0.510519027709961
2,98,340,3,4,0.5,3,98,3,3,3,1.38677597045898,2,0.483731985092163
2,18,8,1,2,0.5,4,NaN,5,3,5,1.04069995880127,3,0.516573905944824
2,342,70,2,4,0.5,4,70,2,3,2,1.29747605323792,3,1.23772311210632
1,4,,3,,0.8,3,4,4,3,4,2.17844891548157,3,1.03084397315979
1,340,,2,,0.8,2,340,1,3,1,1.18336701393127,3,1.21228003501892
2,84,18,3,4,0.8,1,NaN,5,3,5,1.3049910068512,3,1.677570104599
1,356,,4,,0.5,1,NaN,5,3,1,1.97818183898926,1,0.606535196304321
1,76,,3,,0.5,3,76,2,3,NaN,0,3,0.719058990478516
1,94,,2,,0.5,3,NaN,5,3,2,1.28009796142578,1,0.407748937606812
1,74,,1,,0.8,3,NaN,5,3,5,1.02864217758179,3,0.601165056228638
2,338,350,1,2,0.5,3,NaN,5,3,5,1.17378091812134,3,0.622231006622314
2,10,12,1,4,0.5,1,10,4,3,4,0.783473968505859,3,0.495541095733643
2,106,84,1,4,0.5,2,NaN,5,3,5,1.45213198661804,3,0.976582050323486
2,356,342,1,2,0.8,2,342,1,3,1,1.59311485290527,3,1.13760590553284
2,100,74,1,3,0.8,2,NaN,5,3,5,1.45030403137207,3,1.62321901321411
1,344,,2,,0.5,4,NaN,5,3,5,1.1676139831543,1,0.472015142440796
1,86,,1,,0.5,1,86,2,3,2,0.672713994979858,2,0.937290906906128
2,340,10,1,3,0.5,3,10,4,3,4,1.17820596694946,3,0.462496995925903
1,68,,4,,0.8,4,68,2,3,2,0.571509122848511,3,1.08798503875732
1,82,,4,,0.5,4,82,2,3,2,0.728327989578247,3,1.8568549156189
1,18,,3,,0.8,4,NaN,5,3,5,1.40547394752502,3,0.465809106826782
2,350,98,1,4,0.5,4,98,3,3,3,1.61052799224854,3,0.471292018890381
1,76,,3,,0.8,4,NaN,5,3,5,1.74382615089417,3,1.432373046875
1,356,,2,,0.5,2,356,1,3,4,1.90506100654602,2,0.697581052780151
1,94,,2,,0.8,4,NaN,5,3,5,0.993999004364014,3,1.75452613830566
1,94,,2,,0.5,3,NaN,5,3,5,1.55182600021362,3,1.11990785598755
1,8,,4,,0.5,4,8,4,3,4,1.93271493911743,3,0.433094024658203
1,98,,3,,0.8,4,NaN,5,3,5,1.0538330078125,3,0.498382091522217
1,338,,3,,0.8,1,NaN,5,3,5,1.58716893196106,3,1.21960806846619
1,106,,1,,0.8,4,NaN,5,3,5,2.80910301208496,3,1.09664392471313
2,96,22,1,4,0.8,3,NaN,5,3,5,1.00915884971619,2,0.569983959197998
2,104,108,2,3,0.5,1,NaN,5,3,5,0.657886028289795,3,0.914513111114502
2,106,78,3,4,0.8,3,106,3,3,3,0.810855865478516,3,0.495136022567749
2,8,74,1,2,0.8,2,74,2,3,2,1.30791807174683,3,0.496299028396606
2,18,94,1,3,0.5,2,NaN,5,3,5,0,3,1.37743616104126
2,96,110,2,4,0.5,3,NaN,5,3,5,0.926274061203003,3,1.45864200592041
1,104,,1,,0.5,1,104,3,3,3,0.619196176528931,3,1.63563203811646
1,356,,1,,0.5,1,356,1,3,1,2.0164270401001,3,1.2251181602478
2,356,22,2,3,0.8,1,NaN,5,3,5,1.49371814727783,3,1.53000092506409
2,102,80,1,3,0.8,3,80,2,3,2,1.3464949131012,2,1.48330807685852
2,16,350,2,4,0.5,4,350,1,3,1,2.59577703475952,3,1.99531316757202
1,112,,4,,0.5,3,NaN,5,3,4,1.1729040145874,1,0.6737060546875
2,102,348,1,4,0.5,2,NaN,5,3,5,1.49828100204468,3,1.7148060798645
1,346,,1,,0.5,4,NaN,5,3,5,1.3230619430542,1,0.467956066131592
1,78,,1,,0.5,3,NaN,5,3,5,1.51644802093506,1,0.425466775894165
2,8,340,1,3,0.5,3,340,1,3,1,1.92599296569824,3,1.65834498405457
1,346,,4,,0.5,4,346,1,3,1,1.04296398162842,3,1.62737512588501
2,6,20,1,4,0.8,2,NaN,5,3,5,0,3,1.24472713470459
1,72,,2,,0.8,2,72,2,3,2,1.28933882713318,3,1.29789614677429
2,8,346,1,3,0.8,3,346,1,3,1,1.75878691673279,3,1.66691780090332
2,4,80,1,3,0.8,1,4,4,3,4,1.72368192672729,3,1.65230011940002
2,4,76,3,4,0.8,4,76,2,3,2,1.23721504211426,3,0.949219942092896
2,344,76,1,3,0.5,2,NaN,5,3,5,0,3,1.8666660785675
1,74,,4,,0.8,4,74,2,3,2,0.983623027801514,3,1.53166389465332
1,98,,3,,0.8,2,NaN,5,3,5,1.22472500801086,3,1.61273503303528
2,350,70,3,4,0.8,4,70,2,3,2,0.562152862548828,3,1.10013604164124
2,20,100,1,4,0.5,3,NaN,5,3,5,1.08829402923584,3,1.70106410980225
1,342,,1,,0.8,4,NaN,5,3,5,0,2,0.517980098724365
2,108,68,1,2,0.8,2,68,2,3,2,0.686562061309814,3,1.65519595146179
1,102,,4,,0.5,3,NaN,5,3,5,1.32010793685913,3,1.98633980751038
2,102,342,1,2,0.5,2,342,1,3,1,1.47273397445679,3,1.78962898254395
1,86,,2,,0.5,2,86,2,3,2,1.08655500411987,3,1.56671118736267
1,346,,4,,0.5,1,NaN,5,3,5,1.7073540687561,3,1.74385714530945
2,82,22,2,3,0.5,3,22,4,3,1,2.31675696372986,1,0.805025100708008
2,72,14,2,3,0.8,1,NaN,5,3,5,0,3,1.36616897583008
2,6,22,2,3,0.5,2,6,4,3,1,1.75144505500793,1,1.04725408554077
2,18,356,3,4,0.8,2,NaN,5,3,5,0,3,0.620686054229736
2,94,78,1,4,0.5,3,NaN,5,3,5,1.15395998954773,3,1.45392990112305
1,96,,4,,0.8,4,96,3,3,3,1.28660607337952,3,1.67888712882996
2,104,70,3,4,0.8,3,104,3,3,3,1.1042640209198,3,1.46075320243835
2,356,70,2,3,0.5,4,NaN,5,3,5,1.33657908439636,3,1.15737009048462
1,354,,1,,0.8,1,354,1,3,1,1.47837400436401,3,0.534433126449585
1,8,,2,,0.5,3,NaN,5,3,5,1.83943104743958,1,1.67151999473572
1,102,,2,,0.5,2,102,3,3,3,1.11709904670715,3,1.20892095565796
1,354,,2,,0.5,2,354,1,3,2,2.0098729133606,1,0.478057861328125
2,14,344,3,4,0.5,3,14,4,3,3,1.71863389015198,1,0.463202953338623
2,98,12,2,4,0.8,4,12,4,3,4,1.59195613861084,3,0.544248104095459
1,70,,4,,0.8,4,70,2,3,2,1.01689100265503,3,0.453620910644531
1,20,,3,,0.8,2,NaN,5,3,5,1.26639580726624,3,1.08709907531738
2,78,96,3,4,0.8,3,78,2,4,2,1.46205806732178,NaN,0
2,98,98,1,3,0.8,1,98,3,4,NaN,0,3,0.410810947418213
1,112,,3,,0.5,4,NaN,5,4,4,1.68326807022095,1,0.864043951034546
2,74,108,1,3,0.8,2,NaN,5,4,NaN,0,1,1.53714203834534
2,12,68,1,3,0.8,3,68,2,4,3,2.45781898498535,2,1.99118804931641
2,108,106,2,4,0.5,4,106,3,4,3,2.12279605865479,3,0.675487041473389
1,106,,1,,0.5,3,NaN,5,4,5,2.06464695930481,1,0.921065092086792
2,108,16,2,4,0.8,3,NaN,5,4,5,0.869846105575562,2,1.53012299537659
2,78,340,1,3,0.5,3,340,1,4,5,0,2,0.907200813293457
2,106,110,1,2,0.8,3,NaN,5,4,NaN,0,1,1.10055780410767
1,74,,4,,0.8,1,NaN,5,4,5,0,3,0.834160804748535
2,74,78,1,3,0.5,2,NaN,5,4,5,0.894459962844849,3,1.31490397453308
1,352,,4,,0.5,1,NaN,5,4,5,0,2,0.948187112808228
2,104,14,1,3,0.8,1,104,3,4,2,1.93724799156189,2,1.92937302589417
1,80,,4,,0.8,3,NaN,5,4,NaN,0,2,1.64253187179565
1,338,,4,,0.5,2,NaN,5,4,5,0,3,0.555731058120728
1,102,,3,,0.5,3,102,3,4,5,2.71671795845032,3,0.63673996925354
2,340,80,2,3,0.5,1,NaN,5,4,5,1.19798183441162,3,1.29814600944519
1,108,,2,,0.5,2,108,3,4,NaN,0,1,1.55534291267395
2,346,106,1,3,0.8,3,106,3,4,3,2.22456097602844,2,1.25267910957336
2,68,344,1,4,0.8,4,344,1,4,5,1.82529306411743,2,1.65358591079712
1,110,,3,,0.8,3,110,3,4,3,1.83055186271667,3,0.778934955596924
1,98,,2,,0.8,1,NaN,5,4,5,1.40407800674438,3,0.539950847625732
1,96,,2,,0.5,1,NaN,5,4,5,0.925448894500732,3,0.813324928283691
1,14,,2,,0.8,2,14,4,4,3,1.22222399711609,1,1.15544605255127
1,102,,1,,0.8,3,NaN,5,4,5,1.15541291236877,2,1.88406205177307
1,102,,4,,0.8,1,NaN,5,4,5,2.79822111129761,2,1.4094820022583
1,8,,3,,0.5,2,NaN,5,4,5,0,3,0.610538959503174
2,76,16,1,2,0.8,2,16,4,4,4,1.88332009315491,2,0.61168384552002
1,76,,4,,0.5,3,NaN,5,4,5,1.52485990524292,2,0.585165977478027
1,98,,3,,0.5,3,98,3,4,3,2.0018618106842,3,0.554181098937988
1,100,,3,,0.8,3,100,3,4,3,1.15085697174072,1,1.85144305229187
1,70,,4,,0.5,2,NaN,5,4,4,2.48832607269287,2,0.924597024917603
1,344,,1,,0.5,1,344,1,4,4,2.04132890701294,2,0.99400806427002
2,6,356,3,4,0.8,1,NaN,5,4,5,1.5987331867218,3,1.74702000617981
1,20,,2,,0.8,2,20,4,4,4,2.35938096046448,3,1.74813008308411
2,98,20,3,4,0.8,3,98,3,4,3,1.40508985519409,3,0.645472049713135
1,74,,2,,0.8,2,74,2,4,2,1.87031197547913,3,1.16281390190125
2,84,18,1,4,0.5,2,NaN,5,4,5,2.76390910148621,2,1.98896288871765
2,6,106,3,4,0.8,1,NaN,5,4,5,0,3,1.30901312828064
2,346,356,2,4,0.5,1,NaN,5,4,5,1.17370986938477,2,0.610455989837646
2,20,344,2,4,0.5,3,NaN,5,4,2,2.31078386306763,2,1.18758511543274
2,76,22,3,4,0.5,3,76,2,4,2,2.34823298454285,3,0.804682016372681
2,84,112,3,4,0.8,3,84,2,4,3,2.30138611793518,2,0.0541031360626221
2,110,110,2,3,0.8,3,110,3,4,4,2.33461284637451,2,1.98423409461975
1,68,,3,,0.8,3,68,2,4,2,1.98364686965942,3,0.892493009567261
2,108,72,1,4,0.5,3,NaN,5,4,1,1.79294514656067,2,1.69343590736389
1,82,,2,,0.8,2,82,2,4,2,1.51424098014832,3,0.542904853820801
2,8,340,1,4,0.5,1,8,4,4,4,1.76247906684875,3,1.08907508850098
2,112,104,1,4,0.5,4,104,3,4,4,2.46484780311584,1,1.40167117118835
1,110,,1,,0.5,1,110,3,4,2,2.10226392745972,3,0.938571929931641
2,340,338,2,3,0.5,4,NaN,5,4,4,2.82196497917175,2,0.0320298671722412
1,348,,3,,0.5,4,NaN,5,4,5,1.06880712509155,3,0.865272998809814
1,82,,2,,0.5,1,NaN,5,4,5,2.69767904281616,3,0.722298145294189
1,14,,2,,0.8,4,NaN,5,4,5,0,3,0.711649179458618
2,22,102,2,3,0.8,1,NaN,5,4,5,1.84025716781616,2,1.00094318389893
1,342,,2,,0.5,2,342,1,4,5,2.76177215576172,3,0.889826774597168
2,350,12,3,4,0.8,4,12,4,4,1,2.33836817741394,3,0.714983940124512
1,74,,4,,0.5,4,74,2,4,2,1.38013792037964,3,0.544315814971924
1,70,,1,,0.8,1,70,2,4,2,2.82357883453369,3,0.801921844482422
1,96,,1,,0.8,2,NaN,5,4,5,0,2,0.610726833343506
2,16,356,2,3,0.5,2,16,4,4,4,1.94773101806641,3,1.10781097412109
1,74,,1,,0.5,3,NaN,5,4,4,2.59267902374268,1,1.33720207214355
1,102,,4,,0.5,4,102,3,4,3,1.69364404678345,3,0.810254812240601
1,6,,1,,0.5,1,6,4,4,4,2.03484916687012,3,1.57947087287903
1,18,,1,,0.5,1,18,4,4,3,2.80729198455811,3,1.58052706718445
1,10,,2,,0.8,1,NaN,5,4,5,0,3,1.53791403770447
2,84,74,2,4,0.8,1,NaN,5,4,5,0,2,1.02734303474426
1,356,,3,,0.8,4,NaN,5,4,5,0,3,1.42823195457458
2,80,338,2,3,0.8,1,NaN,5,4,5,1.29724311828613,3,1.44959497451782
1,72,,1,,0.8,1,72,2,4,2,2.18286204338074,3,1.03490781784058
1,350,,3,,0.8,1,NaN,5,4,5,0,2,1.99069404602051
2,100,346,2,3,0.8,1,NaN,5,4,5,0.281517028808594,2,0.735781192779541
1,20,,3,,0.5,3,20,4,4,4,2.24421811103821,3,1.24460816383362
2,348,74,2,4,0.5,3,NaN,5,4,5,0,2,0.537845849990845
1,112,,1,,0.8,1,112,3,4,3,1.06283497810364,3,0.990916013717651
1,10,,4,,0.5,2,NaN,5,4,5,0,3,1.20013809204102
1,342,,4,,0.5,2,NaN,5,4,5,0,1,0.72117280960083
1,78,,3,,0.5,3,78,2,4,2,1.96202802658081,3,0.950908899307251
2,352,350,1,3,0.5,4,NaN,5,4,5,2.82195281982422,2,1.28784108161926
1,86,,1,,0.8,4,NaN,5,4,4,1.47240114212036,2,1.0169780254364
2,20,6,3,4,0.8,1,NaN,5,4,3,2.3898549079895,1,0.570146083831787
1,348,,4,,0.5,4,348,1,4,1,1.81913495063782,3,1.98435997962952
1,342,,3,,0.8,3,342,1,4,5,2.71207213401794,2,1.26453590393066
2,18,12,1,2,0.5,3,NaN,5,4,4,2.54151296615601,1,1.13791394233704
2,68,22,1,3,0.5,3,22,4,4,5,2.5789852142334,3,0.834911108016968
2,20,16,2,4,0.8,2,20,4,4,NaN,0,1,1.48055791854858
1,78,,3,,0.5,1,NaN,5,4,5,2.30066609382629,2,1.03349590301514
2,106,8,2,3,0.8,1,NaN,5,4,5,1.69792795181274,3,0.746559858322144
2,80,68,1,2,0.5,1,80,2,4,2,1.89121890068054,3,0.539615154266357
2,342,16,2,4,0.5,4,16,4,4,5,2.70116209983826,2,1.47326993942261
2,6,20,1,3,0.8,4,NaN,5,4,5,2.16980290412903,2,0.866281032562256
2,94,86,3,4,0.5,4,86,2,4,3,1.79122710227966,3,0.995284080505371
2,70,82,1,4,0.5,3,NaN,5,4,NaN,0,2,1.14062809944153
2,76,86,1,3,0.5,4,NaN,5,4,3,2.06521010398865,2,1.01775002479553
